"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Четвертак"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_8"		"Я не мав би цього робити, але нічого не поробиш."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_9"		"Бачите цього малюка? Він ваш. Безкоштовно. Тільки за те, що ви мій перший клієнт сьогодні."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head__title_0"		"Маска Тата Ванґи"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_0"		"Чи можу я бути відвертим? Ви скидаєтеся на волоцюгу, приятелю."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_1"		"Звісно, на героїчного волоцюгу, у мандрівному сенсі, але також, будьмо чесними, на бездомного."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_2"		"На щастя, ви потрапили до мене. Ось, приміряйте цю маску вуду."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_3"		"Суто декоративна. Якщо тільки не говоритимете в ній вуду-слів. Тоді вона РОЗЧАВИТЬ вашу голову."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_4"		"Ось. Тепер не рухайтеся. Дайте погляну."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_5"		"О, так. Так, так, так. Це… виглядає… приголомшливо!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt__title_0"		"Пояс Тата Ванґи"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_0"		"Певен, ви вже здогадалися: я тут не штани для фермерів продаю."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_1"		"Я надаю безцінне для виняткових."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_2"		"Королям, завойовникам, напівбогам… героям, як ви."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_3"		"Ось, надягніть цей велетенський кістяний фалос."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_4"		"Гм, так. Так, так — вам пасує. Вам дійсно пасує."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back__title_0"		"Пластина Тата Ванґи"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_0"		"Тепер, підозрюю, ви дивуєтесь. Враховуючи мою відверто диявольську зовнішність…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_1"		"Той факт, що ці речі явно безцінні…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_2"		"Той факт, що я досі НЕ ЗГАДУВАВ про ціну…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_3"		"І те, що ми стоїмо на перехресті опівночі…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_4"		"У чому ж, власне, тут ХИТРІСТЬ?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_5"		"Дозвольте затягнути на вас цей ремінь. Ось."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_6"		"Так. Так, ця пластина зроблена саме для вас."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_7"		"Між іншим, на ній відбитий справжній череп. Не знаю точно, хто це, але хтось ДУЖЕ відомий."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder__title_0"		"Кошик Тата Ванґи"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_0"		"У чому хитрість, мій любий герою? Хитрість у тому… що хитрості НЕМАЄ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_1"		"Тож усього одна хитрість."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_2"		"Усе, що я сьогодні пропоную (включно з цим чудовим вуду-кошиком із кокоса) — безкоштовне."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_3"		"Без жодних зобов’язань. Навіть якби я хотів, я не зміг би додати й копійки до цієї трансакції."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_4"		"Навіть скромні десятивідсоткові чайові викличуть гострий біль усередині моїх кісток. Як там кажуть… у кістковому мозку."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_5"		"Так, кістковий мозок перетворився б на киплячих черв’яків чи щось таке. Це вже траплялося кілька разів, і запевняю — це таке пекло, що ви не уявляєте."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_6"		"Ось у чому полягає моя трагічна, але водночас захоплива історія."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_7"		"Не хвилюйтеся — я розповім її."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon__title_0"		"Посох Тата Ванґи"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_0"		"Давайте додамо посох. Я відступлю, обернуся і вдаватиму, що бачу вас у цьому вбранні уперше. Ось так."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_1"		"О, це просто фантастично виглядає на вас! Наполягаю, ви маєте забрати весь набір."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_2"		"Як уже згадував, не треба давати мені гроші. Я не візьму — НЕ МОЖУ взяти — жодної копійки."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_3"		"Щодо тієї сумної оповідки, яку я вам обіцяв, то жах. Мій болючий і неприємний спогад."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_4"		"Власне, я б не обтяжував вас нею, якби не був ЗОБОВ’ЯЗАНИЙ…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_5"		"Ну, до цього ми ще дійдемо."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder__title_0"		"Лють Морріґан"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_0"		"Чи можна попросити вас на мить присісти? Дозвольте одягнути на вас цю Лють Морріґан і…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_1"		"Ось. Сидить як влита."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_2"		"Де я зупинився? А, моя трагічна історія, звісно. Приготуйтеся до пафосу, вона трохи надірве струни вашого серця."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_3"		"Давним-давно, у фантастичному світі, зовсім не такому заземленому реалістичному сучасному світі, як зараз, я був учасником відомої групи пригодників!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_4"		"^-2.0Ми були безстрашні! Нахабні! Безрозсудні! Бездумні! І якщо ви відчуваєте, що ці епітети стають дедалі менш позитивними й підштовхують до неминучого та видовищного падіння…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_5"		"Не переживайте, ми туди дійдемо."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs__title_0"		"Муки Морріґан"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_0"		"Ні, я не був танком, що тримає лінію фронту, чи стрільцем, який дистанційно підтримував ззаду."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_1"		"^-1.5Можете підняти ногу? Можете спертися на мою спину, я міцний мов дуб. Ось, тепер Муки Морріґан на місці."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_2"		"Ні, я був НАБАГАТО важливішим! І навіть БІЛЬШЕ, ніж набагато! Я був ПОСТАЧАЛЬНИКОМ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_3"		"^-3.0Логістичним генієм, що підтримував бойову готовність загону своїми неоціненними навичками закупівлі, ремонту та стратегічного розподілу. Я очолював наступ, перебуваючи в тилу."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_4"		"^-1.0Замки, печери, підземелля! Не існувало заскладного для нас завдання! Жодна перепона…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_5"		"^-2.0Що ж, бачу, як ваші очі починають блукати, тож перейдімо до суті. Звісно, БУЛО одне завдання, яке виявилося для нас заскладним. Інакше б мене тут не було."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head__title_0"		"Міра Морріґан"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_0"		"Приміряймо на вас цю Міру Морріґан. Це, до речі, справжнє пір’я Острівіанського болотного страуса. Чи може Пеллівіанського небесного бобра. Вони вимерли, в будь-якому разі."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_1"		"Повертаюсь до моєї трагічної історії. З самого початку все йшло неправильно."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_2"		"За кожними дверима — скелети. За кожним таємним проходом — скелети. Всередині кожної скрині зі скарбами — скелети."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_3"		"Звісно, там мали бути ЯКІСЬ скелети, це ж було підземелля, але густота скелетів на квадратний метр була просто абсурдною."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_4"		"Потім половина групи розтанула серед невідомих тіней."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_5"		"^-1.0І, звісно, там теж були скелети, тож ми почули купу криків із тих невідомих тіней."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_6"		"Звісно, далі прибуло ще більше скелетів. Усе перетворилося на справжнє божевілля."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon__title_0"		"Злоба Морріґан"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_0"		"Стривайте, знаю, що є зброя, яка додається сюди, де ж… ось вона. Мстивість Морріґан!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_1"		"Обережно, вона гостра. І світиться. Не раджу давати сяючим частинам торкатися вашої шкіри, тримайте за руків’я. Ось так."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_2"		"А тепер про проблему. Чи міг би я вилікувати всіх товаришів найякіснішими магічними тоніками? Або забезпечити їх першокласною зброєю, як та, якою ви оце розмахуєте?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_3"		"Технічно так. І, ще більш технічно, вони про це просили."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_4"		"Бути відвертим? Вони б усе одно не впоралися. Одна справа — проходити підземелля, а інша — повзати по підземеллю рачки."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_5"		"Тож, коротко кажучи, я мудро вирішив…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_6"		"…приберегти всі припаси."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms__title_0"		"Рукавиці драконового діяння"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_0"		"Драконове діяння. Ви не відводили від нього очей."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_1"		"Так, воно безкоштовне, і так, ви можете його взяти."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_2"		"Драконове діяння — це перлина моєї колекції. Сподіваюся, воно вам припаде до душі."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_3"		"Я б ніколи не розлучився з чимось настільки дорогоцінним, аби мене не змусило до цього прокляття."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_4"		"Щось я завчасно відкриваю кінець своєї трагічної історії. Завершімо її, доки я ще більше не розпатякав."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_5"		"Наприкінці лишився тільки я. І головне чудовисько підземелля. Одне з тих велетенських незбагненних жахіть, ну, ви їх знаєте."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_6"		"Роти на місці очей і навпаки. Я, звісно, не збирався битися з цією штукою."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_7"		"Я саме прямував до дверей, коли воно… зупинило мене."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_8"		"І ПОДИВИЛОСЯ на мене тисячею блискучих очей."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head__title_0"		"Шолом драконового діяння"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_0"		"Якщо ви трохи нахилитеся, я вдягну на вас цей головний убір."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_1"		"Ох, здається, він важить сорок кілограмів, що навряд чи корисно для хребта."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_2"		"^-2.0Так чи інак: головне чудовисько, зупинка, сяяння, очі. Не треба пояснювати, що це стародавнє моторошне жахіття знайшло ДУЖЕ сильні слова стосовно мого підходу до роботи в команді."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_3"		"Здавалося, воно вважало, що я якийсь жадібний боягуз."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_4"		"^-1.0Звісно, воно неправильно мене зрозуміло, але ж воно спіймало мене у свої брудні щупальця на дні своєї печери, тож що я мав робити? Зрештою, воно мене ПРОКЛЯЛО."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_5"		"Ну, воно наполягало, що це не прокляття, а моральний докір."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs__title_0"		"Лати драконового діяння"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_0"		"Якщо скоротити цю трагічну історію, то через те, що воно вважало мене жадібним і боягузливим, я більше ніколи не зможу зберегти собі нічого цінного."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_1"		"Я засуджений — насправді приречений — провести все життя, передаючи свої найкращі речі — і я кажу про дійсно круті штуки — таким героям, як ви."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_2"		"Якщо вже зайшла мова про них, то ці лати зі щирого золота, тож не ставайте в них на коліна, бо зіпсуєте покриття."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_3"		"Гм. Так, я теж чую скрип. Раджу просто трохи походити в них, треба, щоби шкіряні частини розім’ялися."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders__title_0"		"Наплічники драконового діяння"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_0"		"До речі, ці наплічники з суцільної бронзи. Як на мене, то вони важать дев’яносто кілограмів, і ні грамом менше."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_1"		"Звісно, це не проблема для такого дужого героя, як ви."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_2"		"Та якщо почнете відчувати нестерпний біль у плечах, то легко припустити, що це буде через наплічники. Приносьте їх назад, ми можемо видовбати частину цієї бронзи."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_3"		"Де я зупинився? А, так. Назавжди проклятий протоплазмовим жахом, щоби віддавати всі свої речі."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_4"		"А найгірше? Аби ніхто не сплутав ці подарунки зі справжньою щедрістю…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_5"		"Я ТАКОЖ засуджений щоразу пояснювати незручну причину мого скрутного становища всім, хто запитає."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_6"		"А також тим, хто не запитає."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_7"		"ЩО Я ЩОЙНО ЗРОБИВ! На випадок, якщо моторошні жахіття це слухають, як минулого разу…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back__title_0"		"Стяги драконового діяння"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_0"		"Тож, тепер ви знаєте. Про трагічне минуле Четвертака, колишнього Постачальника."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_1"		"Засудженого віддавати безцінні скарби всім, хто хоча б трішки виглядає героїчним."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_2"		"І також приреченого ділитися своєю досить принизливою історією, незалежно від того, питають про неї чи ні."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_3"		"Просто розриває душу. Мені, звісно."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_4"		"Ви поводитеся тут, мов бандит. Якщо поліцейський вас побачить, то звинуватить у крадіжці."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_5"		"Між іншим, як вам цей обладунок? Справжня бронза, як і наплічники. 230 кілограмів. Та ви й не відчуєте цієї ваги, коли рухатиметеся в ньому."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_6"		"Утім, на вашому місці я б ходив переважно в затінку. Та бронза добряче нагрівається на сонці."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon__title_0"		"Спис драконового діяння"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_0"		"Переходимо до справжнього витвору мистецтва — Списа драконового діяння. Жодне воєнне угрупування не буде повним без нього."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_1"		"ВЖУХ! ШТРИК! ХРЯСЬ! Погляньте, як він розтинає повітря!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_2"		"Жахливе знаряддя, яке розриває плоть! Здатне на таку різанину, що кожен мав би за честь стояти навпроти його гострого кінця!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_3"		"Що ж, друже. Ви мене очистили. Останнє з мого спорядження… так, ось це. Моя остання сардина."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_4"		"Скарби розподілено, історію розказано, тож ми дійшли до природного завершення цього розвантаження."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_5"		"Лишаю вас вашій долі… БУВАЙТЕ!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_6"		"І, звісно, таємне заклинання очищення знову не працює, тож я пакуюся перед очима всіх, мов дурень."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_7"		"Але! Можливо, я повернуся з більшою кількістю дарунків, перш ніж місяць стане повн… через два… через три… через кілька місяців? Коротко кажучи, можливо, я колись повернуся."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_8"		"УСЕ МОЖЛИВО! БУВАЙТЕ!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_9"		"От лайно. Виходьте."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms__title_0"		"Рукавиці драконового гніву"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_0"		"О. Ви повернулися. Я вже згорнув усі ковдри, не очікував вас… о цій порі."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_1"		"Котра година? Мені здається, що вже третя…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_2"		"А, так і є. Зараз третя ночі."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_3"		"Гаразд! Вітаю. Чим можу вам допомогти?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_4"		"Чесно кажучи, я гадав, що це все. Я віддав усі свої безцінні речі. Розповів свою трагічну історію, як вимагає прокляття."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_5"		"А, бачу. Хочете глянути на оті рукавиці. Драконовий гнів. Звісно, хочете, вони бездоганні."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_6"		"Вони також лежать у скляній вітрині внизу цієї купи валіз, яку я щойно спакував."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_7"		"Що ж, тоді я розпакую ВСЕ. Хіба що ви передумали… Ні."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_8"		"Звісно, ні. Гаразд."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head__title_0"		"Шолом драконового гніву"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-head_Quartero_0"		"^-1.5Тож тільки рукавиці? Гаразд. Шолом драконового гніву — найкраща частина набору, я б волів не…"
