"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Куартеро"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-18_Quartero_0"		"Щедростта ми е безгранична! Независимо дали ми харесва или не!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-19_Quartero_0"		"Добре дошли в „Антикварните куриози на Куартеро“! Където всичко е БЕЗПЛАТНО, а аз съм задължен по закон да се преструвам, че съм доволен от това."
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-20_Quartero_0"		"Аз съм Куартеро! Питайте ме относно моята трагична предистория!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-21_Quartero_0"		"Трагичната ми предистория е включена безплатно към всяка покупка!"
	"DOTA_VisualNovel_seasonal_fall_2025_Actor_Quartero"		"Куартеро"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-01"		"Witch Doctor — Papa Wanga"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-02"		"Vengeful Spirit — Maledictions of Morrigan"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-03"		"Legion Commander — Drakon's Deed"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-04"		"Legion Commander — Drakon's Ire"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward__title_0"		"Papa Wanga — кукличка"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_0"		"Ах, герой! Добре дошли в „Антикварните куриози на Куартеро“!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_1"		"Хайде, хайде, пристъпете вътре, не стойте просто там покрай пътя!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_2"		"Пристъпете в моя емпориум! Насам, от тази страна на пътя!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_3"		"Казвам се Куартеро! Аз съм съдържателят на този обект."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_4"		"Или поне малкото крайпътно кътче, което съм си присвоил за тази цел."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_5"		"Ето, нека да разстеля няколко одеяла, за да можете по-добре да огледате безценните ми съкровища."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_6"		"Мога ли да Ви предложа нещо? Имам консерва от сардини, които похапвах, бихте ли искали едничка?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_7"		"Не? Добре. Нека да се захващаме за работа!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_8"		"Изобщо не би трябвало да правя това, но какво по дяволите пък."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_9"		"Виждате ли това мъниче? Твое е. Безплатно. Просто защото сте първият ми клиент за деня."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head__title_0"		"Papa Wanga — маска"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_0"		"Мога ли да бъда пряm? Приличате на вагабонтин, драги."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_1"		"Героичен, разбира се, в странстващия смисъл, но също така, нека бъдем наясно, и от бездомния вид."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_2"		"За щастие, тук се появява моя милост. Ето, опитайте тази вуду маска."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_3"		"Просто декоративна. Стига да не изговаряте никакви вуду думи около нея. Тогава ЩЕ Ви смали главата."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_4"		"Ето. Сега не мърдайте. Нека да Ви огледам."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_5"		"О, да. Да, да, да. Това… изглежда… зашеметяващо!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt__title_0"		"Papa Wanga — колан"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_0"		"Сигурен съм, че вече сте се досетили… Тук не продавам панталони на земеделци."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_1"		"Не, аз предоставям безценното на наистина изключителните."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_2"		"Крале, завоеватели, полубогове… герои като Вас самите."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_3"		"Ето, опитайте как Ви пасва този огромен костен фалос."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_4"		"Хм, да. Да, да… При Вас се получава. При Вас се получава."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back__title_0"		"Papa Wanga — задна броня"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_0"		"Сега предполагам, че се чудите… имайки предвид откровено дяволития ми външен вид…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_1"		"Фактът, че тези артикули очевидно са безценни…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_2"		"Фактът, че все още не съм СПОМЕНАЛ цена…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_3"		"А фактът, че стоим насред кръстопът посред нощ…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_4"		"Накратко, какво е УЛОВКАТА?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_5"		"Нека да Ви пристегна колана. Ето на."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_6"		"Да. Да, тази задна броня е направена за Вас."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_7"		"Между другото, това е действителен череп на истински човек, вклинен в нея. Не мога да кажа чий, но някой МНОГО известен."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder__title_0"		"Papa Wanga — кошница"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_0"		"Каква е уловката, драги ми герою? Уловката е, че… НЯМА такава!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_1"		"И тъй общо става една уловка."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_2"		"Всичко, което Ви предлагам тук тази вечер, включително тази красива кокосова вуду кошница, е безплатно."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_3"		"Ни една обвързваща нишка. Не бих могъл да завържа дори една нишка към тази транзакция, ако ще и да се опитах."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_4"		"Дори скромните десет процента паричен дар биха предизвикали остра болка дълбоко в костите ми. Как му се викаше… Костен мозък, струва ми се?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_5"		"Да, частта с костния мозък ще се превърне във врящи червеи или нещо такова. Случвало се е редица пъти и нека да Ви уверя… Това нещо жегва като :hero_magnus::hero_abaddon::hero_marci::hero_invoker::hero_hero_centaur::hero_alchemist::hero_techies::hero_ancient_apparition: му гадна."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_6"		"И ето в това се таи моята трагична, но все пак завладяваща предистория."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-shoulder_Quartero_7"		"Не се тревожете. Ето я и нея…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon__title_0"		"Papa Wanga — жезъл"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_0"		"Ето, нека добавим жезъла. Ще се отстъпя назад, ще се обърна и ще се престоря, че Ви виждам за пръв път като сте облекли всичко. Добре, ето почваме."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_1"		"О, това Ви стои фантастично! Настоявам да офейквате с целия набор."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_2"		"И както споменах, приберете парите си. Аз няма да… Не МОГА да… Взема дори едничка стотинка."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_3"		"А що се отнася до онази злочестна история, която Ви обещах, тя е необичайна. Болезнен и откровено смущаващ спомен за моя милост."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_4"		"Всъщност, не бих Ви обременявал с това, ако технически НЕ ТРЯБВАШЕ…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-weapon_Quartero_5"		"Е, ще стигнем и до това."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder__title_0"		"Maledictions of Morrigan's Fury — нараменници"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_0"		"Бихте ли имали нещо против да приклекнете за момент, драги? Нека да сложим тези Maledictions of Morrigan's Fury — нараменници върху Вас и…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_1"		"Ето на. Екстра палто без ръкави."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_2"		"До къде бях стигнал? Ах, трагичната ми предистория, да. Подгответе се за патос, това мъничко ще застърже по струните на сърцето Ви."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_3"		"Имало едно време, във фантастичен свят, много различен от обоснования свят на реализма, в който живеем сега, аз членувах в известна приключенска дружина!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_4"		"^-2.0Бяхме безстрашни! Безочливи! Безразсъдни! Дръзки! А ако усещате, че тези суперлативи стават все по-малко положителни и започват да Ви тласкат към неизбежен и грандиозен крах…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-shoulder_Quartero_5"		"Не се тревожете, ще стигнем и до там."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs__title_0"		"Vengeful Spirit — Titania's Fury — крака"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_0"		"Не. Не бях танкът, държащ фронтовата линия. Нито пък точния стрелец, предоставящ далекобойна подкрепа от тила."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_1"		"^-1.5Дали бих могъл да те накарам да повдигнеш крак, драга? Не се колебай да балансираш на гърба ми, издръжлив съм като дъб. Ето на, това е Morrigan's Misery."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_2"		"Не, аз бях нещо дори ПО-важно! А дори още ПО-ОТДАВНА! ИНТЕНДАНТЪТ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_3"		"^-3.0Логистичният гений, поддържащ бойната готовност на дружината с моите безценни умения в набавянето, ремонтите и стратегическите провизии. Водейки щурма от задните редици."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_4"		"^-1.0Замъци, пещери, тъмници! Нямаше приключение, което да е прекалено трудоемко за нас! Нямаше препятствие, което…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-legs_Quartero_5"		"^-2.0Е, виждам как очите Ви започват да блуждаят, така че нека да преминем към същината на въпроса. Очевидно ИМАШЕ мисия, която ни дойде прекалено множко, така че нека да изплюем камъчето и да се заемема с нея."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head__title_0"		"Vengeful Spirit — Titania's Fury — глава"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_0"		"Нека да Ви напаснем този Maledictions of Morrigan's Measure. Между другото, това са истински остривийски блатни щраусови пера. Или може би са пеливийски небесен бобър. Така или иначе е от нещо изчезнало."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_1"		"Блуждаейки обратно към трагичната ми история… От самото начало нищо не вървеше както трябва."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_2"		"Зад всяка врата… скелети. Зад всеки таен проход… скелети. Във всеки сандък за съкровище… скелети."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_3"		"Очевидно би трябвало да има НЯКАКВИ скелети, все пак беше тъмница, но тукашното съотношение на скелети спрямо квадратни метри беше абсурдно."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_4"		"След това половината от дружинката се стопи в незнайни сенки."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_5"		"^-1.0И разбира се, там също си имаше скелети, така че чухме много писъци от незнайните сенки."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-head_Quartero_6"		"Очевидно пристигнаха още скелети. Всичко абсолютно отиде по дяволите, :hero_magnus::hero_abaddon::hero_marci::hero_invoker::hero_hero_centaur::hero_alchemist::hero_techies::hero_ancient_apparition: му гадна."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon__title_0"		"Vengeful Spirit — Titania's Fury — оръжие"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_0"		"Почакай малко, знам, че към това е окомплектовано оръжие. Къде се дяна… Ето на. Maledictions of Morrigan's Malice — оръжието!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_1"		"Внимавайте, остро е. Също така блести. На Ваше място не бих позволявал блестящите части да докосват кожата Ви, хванете го за дръжката. Ето на."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_2"		"Сега, ето каква е врътката… Дали съм можел да ги върна към пълно здраве с торбата ми от безценни тоници? Или пък да им бях дал първокласно оръжие, като онова блестящо нещо, което размахвате в момента?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_3"		"Технически, да. А още по-технически, те дори поискаха."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_4"		"Мога ли да бъда прям? Нямаше да успеят. Има приключения в тъмници, а има и досущ провлачено пълзене през тъмница."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_5"		"И тъй, за да Ви спестя сагата, моя милост мъдро реши…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-02-weapon_Quartero_6"		"… да скъта провизиите."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms__title_0"		"Drakon's Deed — рицарски ръкавици"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_0"		"Drakon's Deed. Не сте откъснали поглед от него, откакто дойдохте тук."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_1"		"Да, безплатен е. И, да… Можете да го вземете."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_2"		"Но Drakon's Deed е бижуто на колекция ми, така че се надявам да го оцените."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_3"		"Никога не бих се разделил с нещо толкова ценно, ако не бях принуден да го направя под прицела на проклятие."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_4"		"Развалям мистерията на собствената ми трагична предистория. Нека да побързам с тая работа, преди да разкрия още някакви обрати."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_5"		"Накрая останах само аз. И чудовището бос на тъмницата. Едно от онези необятни, непонятни, неестествени ужасяващи неща, знаете що за тип иде реч."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_6"		"Усти, там где требе да има очи и обратно. Аз определено нямаше да се сражавам с :hero_magnus::hero_abaddon::hero_marci::hero_invoker::hero_hero_centaur::hero_alchemist::hero_techies::hero_ancient_apparition: му гадна."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_7"		"Тъкмо се бях запътил към вратата, когато… когато то ме спря."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-arms_Quartero_8"		"И ме ГЛЕДАШЕ С КРЪВНИШКИ ПОГЛЕД иззад хиляди заплашителни комбали."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head__title_0"		"Drakon's Deed — шлем"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_0"		"Ако просто се наведете леко напред, мога да Ви сложа това украшение за главата."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_1"		"Ууф, струва ми се, че това сякаш тежи тридесет и шест кила… Това не може да е добре за гръбнака."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_2"		"^-2.0Както и да е… Чудовището бос ме спря, гледай с намръщен поглед и оцъклени злонамерени комбали. Хич не ме притеснява да Ви спомена, че за един древен свръхестествен ужас, то имаше някои МНОГО силни думи относно самия мен и моя подход към екипната работа."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_3"		"Изглежда мислеше, че аз бях някакъв вид алчен страхливец."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_4"		"^-1.0Разбира се, то ме беше схванало напълно погрешно, но освен това ме беше обгърнало в своите мръсни пипала на дъното на пещерата си, така че какво се очакваше да сторя? Така или иначе, то ме ПРОКЛЕ."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-head_Quartero_5"		"Е, то настояваше, че това не било проклятие. А по-скоро морален укор."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs__title_0"		"Drakon's Deed — набедреници"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_0"		"Давайки накратко трагичната история… Заради това, което той смяташе за моята ужасяваща алчност и страхливост, аз нивга веч не ще можех да мога да задържа нещо ценно отново."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_1"		"Осъден съм… Всъщност, обречен… Да прекарам живота си, раздавайки всичките ми най-хубави вещи… И тук наистина става дума за хубавите неща… На герои като Вас самите."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_2"		"Като стана дума, тези наколенки са от масивно злато, така че всъщност не падайте на колене в тях, инак ще издраскате покритието."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-legs_Quartero_3"		"Хм. Да, и аз чувам скърцането. Просто бих се поразходил с тях мъничко, ще е нужно да пообработите кожата."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders__title_0"		"Drakon's Deed — нараменници"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_0"		"Между другото, тези нараменници са от масивен бронз. Ако би трябвало да гадая, не биха могли да тежат и грам по-малко от деветдесет килограма."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_1"		"Разбира се, това не е проблем за здрав герой като Вас."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_2"		"Но ако започнете да усещате осакатяваща болка в раменете… Мисля, че е безопасно да предположим, че е от нараменниците. Донесете ги обратно и можем да издълбаем част от бронза."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_3"		"Докъде бях стигнал? Правилно. Прокълнат навеки от протоплазмен ужас да раздавам ​​всичките си вещи."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_4"		"А най-лошата част? Просто за да няма грешка, че това раздаване на подаръци с действителна щедрост…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_5"		"СЪЩО ТАКА съм обречен да обяснявам неловкия произход на моето затруднено положение на всеки, който ме запита."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_6"		"Плюс всеки, който не го стори."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-shoulders_Quartero_7"		"КОЕТО ТОКУ-ЩО НАПРАВИХ! В случай, че някакви неестествени ужасяващи неща подслушват, както последния път…"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back__title_0"		"Drakon's Deed — флагове"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_0"		"И тъй, ето на. Трагичното минало на бившия интендант Куартеро."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_1"		"Обречен съм да раздавам безценни съкровища на всеки, който изглежда дори мъничко героично."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_2"		"И също така съм обречен да споделям своята откровено унизителна предистория, независимо дали са ме питали за нея или не."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_3"		"Сърцераздирателни работи. За мен, очевидно."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_4"		"Направо се измъквате оттук като бандити. Ако някой часовой забележи нещо от това, ще Ви обвини в пладнешки обир."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_5"		"Като стана дума, как Ви пасва тази част за гърба? Това е истински бронз, както и при нараменниците. Обзалагам се, че е двеста двадесет и шест килограма. Но надали ли ще усетите тежестта, щом започнете да се движите в него."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-back_Quartero_6"		"Въпреки това на Ваше място бих се движил предимно по сенките, този бронз ще се нажежи на слънце."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon__title_0"		"Drakon's Deed — пика"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_0"		"Сега стигаме до гвоздея на програмата: Drakon's Deed — пика. Какъв военен ансамбъл би бил завършен без него?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_1"		"ВУШШ! СФУШ! ХРЯС! Вижте как само това нещо реже въздуха!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_2"		"Ужасяващо неясно петно от разкъсващи плътта точки! Способно да нанесе онзи вид възвишено клане, на чиято жертва някой почти би се почувствал поласкан да бъде."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_3"		"Е, драги мой герою. Ошетахте ме. Последната ми екипировка и… Да, ето на. Последната ми сардина."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_4"		"И тъй… Моята история е разказана, а съкровищата ми са разпределени, достигнахме до естествения край на това облекчаване."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_5"		"А сега Ви оставям на съдбата Ви… СБОГОМ!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_6"		"И керванът на укривателството отново се скапва :hero_magnus::hero_abaddon::hero_marci::hero_invoker::hero_hero_centaur::hero_alchemist::hero_techies::hero_ancient_apparition: му гадна, така че ще си събера партакешите и ще си тръгна като обикновен видим идиот."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_7"		"Ах! Но дали е възможно да се върна за поредното облекчаване, преди онази изпъкнала луна да стане пълна… два… не, три… след няколко месеца? Дали би било възможно да се завърна след няколко месеца с още неща?"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_8"		"Е, МОЖЕ БИ И ТАКА ЩЕ СТАНЕ! СБОГОМ!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-03-weapon_Quartero_9"		"Ах, :hero_magnus::hero_abaddon::hero_marci::hero_invoker::hero_hero_centaur::hero_alchemist::hero_techies::hero_ancient_apparition: му гадна. Можете да си вървите."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms__title_0"		"Drakon's Ire — рицарски ръкавици"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-04-arms_Quartero_0"		"Оо. Върнахте се. Вече навих всички одеяла от магазина, не Ви очаквах… В тази късна доба."
