"lang"
{
	"Language"		"Schinese"
	"Tokens"
	{
		"announcer_dlc_axe_announcer_twr_fall_enm_top_01" "敌方上塔已经崩塌。"
		"announcer_dlc_axe_announcer_twr_fall_enm_top_02" "敌方上塔已经沦陷。"
		"announcer_dlc_axe_announcer_twr_fall_enm_top_03" "敌方上塔由于兵力悬殊已经停止抵抗。斧王已带好词典。哈哈哈。"
		"announcer_dlc_axe_announcer_twr_fall_enm_mid_01" "敌方中塔已经沦陷。"
		"announcer_dlc_axe_announcer_twr_fall_enm_mid_02" "敌方中塔已被击垮。"
		"announcer_dlc_axe_announcer_twr_fall_enm_mid_03" "敌方中塔已经投降。"
		"announcer_dlc_axe_announcer_twr_fall_enm_bot_01" "敌方下塔已经倒塌。"
		"announcer_dlc_axe_announcer_twr_fall_enm_bot_02" "敌方下塔已经沦陷。"
		"announcer_dlc_axe_announcer_twr_fall_enm_bot_03" "你们摧毁了敌方下塔。斧王很满意。"
		"announcer_dlc_axe_announcer_rax_attack_yr_top_01" "你的上路兵营正被攻击。"
		"announcer_dlc_axe_announcer_rax_attack_yr_top_02" "我方上路兵营受到袭击。"
		"announcer_dlc_axe_announcer_rax_attack_yr_top_03" "斧王真想帮你们守卫上路兵营。"
		"announcer_dlc_axe_announcer_rax_attack_yr_mid_01" "我方中路兵营正被攻击"
		"announcer_dlc_axe_announcer_rax_attack_yr_mid_02" "我方中路兵营受到袭击。"
		"announcer_dlc_axe_announcer_rax_attack_yr_mid_03" "斧王需要解释，为什么中路兵营没人防守。"
		"announcer_dlc_axe_announcer_rax_attack_yr_bot_01" "我方下路兵营受到袭击。"
		"announcer_dlc_axe_announcer_rax_attack_yr_bot_02" "天辉下塔需要援兵。"
		"announcer_dlc_axe_announcer_rax_attack_yr_bot_03" "我方下路兵营爱好和平，拒绝为自己防守。"
		"announcer_dlc_axe_announcer_rax_attack_rad_top_01" "天辉上路兵营受到袭击。"
		"announcer_dlc_axe_announcer_rax_attack_rad_top_02" "天辉上路兵营正被攻击。"
		"announcer_dlc_axe_announcer_rax_attack_rad_top_03" "天辉上路兵营正发出无助的乞求声。"
		"announcer_dlc_axe_announcer_rax_attack_rad_mid_01" "天辉中路兵营被人攻击。"
		"announcer_dlc_axe_announcer_rax_attack_rad_mid_02" "天辉中路兵营受到袭击。"
		"announcer_dlc_axe_announcer_rax_attack_rad_mid_03" "斧王可不会像天辉中路兵营一样唧唧歪歪。"
		"announcer_dlc_axe_announcer_rax_attack_rad_bot_01" "天辉下路兵营被人攻击。"
		"announcer_dlc_axe_announcer_rax_attack_rad_bot_02" "天辉下路兵营被人攻击。"
		"announcer_dlc_axe_announcer_rax_attack_rad_bot_03" "天辉下路兵营面对袭击正在顽强抵抗。"
		"announcer_dlc_axe_announcer_rax_attack_rad_bot_04" "天辉下路兵营正在跪地求饶。"
		"announcer_dlc_axe_announcer_rax_attack_dire_top_01" "夜魇上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_attack_dire_top_02" "夜魇上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_attack_dire_top_03" "夜魇上路兵营正在学习战争为何物。"
		"announcer_dlc_axe_announcer_rax_attack_dire_mid_01" "夜魇中路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_attack_dire_mid_02" "夜魇中路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_attack_dire_mid_03" "夜魇中路兵营已对外宣战。"
		"announcer_dlc_axe_announcer_rax_attack_dire_bot_01" "夜魇下路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_attack_dire_bot_02" "夜魇下路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_attack_dire_bot_03" "就跟其他兵营一样，夜魇下路兵营已经赴死。"
		"announcer_dlc_axe_announcer_rax_fall_yr_top_01" "我方上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_yr_top_02" "我方上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_yr_top_03" "我方上路兵营已经辜负了你。它肯定会不得好死。"
		"announcer_dlc_axe_announcer_rax_fall_yr_top_04" "看看你的兵营，再看看斧王，只有一个屹立不倒。"
		"announcer_dlc_axe_announcer_rax_fall_yr_mid_01" "我方中路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_yr_mid_02" "我方中路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_yr_mid_03" "我方中路兵营已经辜负了你。"
		"announcer_dlc_axe_announcer_rax_fall_yr_bot_01" "我方下路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_yr_bot_02" "我方下路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_yr_bot_03" "我方下路兵营已经惨死。"
		"announcer_dlc_axe_announcer_rax_fall_rad_top_01" "天辉上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_rad_top_02" "天辉上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_rad_top_03" "天辉的上路兵营到此为止。"
		"announcer_dlc_axe_announcer_rax_fall_rad_mid_01" "天辉中路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_rad_mid_02" "天辉中路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_rad_mid_03" "斧王中路兵营已经战死。唉。他们还是挺不错的。"
		"announcer_dlc_axe_announcer_rax_fall_rad_bot_01" "天辉下路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_rad_bot_02" "天辉下路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_rad_bot_03" "斧王很中立，但是斧王最爱的天辉下路兵营已经挂了。嗷"
		"announcer_dlc_axe_announcer_rax_fall_dire_top_01" "夜魇上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_dire_top_02" "夜魇上路兵营已被摧毁"
		"announcer_dlc_axe_announcer_rax_fall_dire_top_03" "像斧王一样，夜魇上路兵营已经接受了生命诚可贵的道理。"
		"announcer_dlc_axe_announcer_rax_fall_dire_mid_01" "敌方中路兵营已被处死。"
		"announcer_dlc_axe_announcer_rax_fall_dire_mid_02" "敌方中路兵营已经战败。"
		"announcer_dlc_axe_announcer_rax_fall_dire_mid_03" "跟斧王不一样，夜魇中路兵营已经不行了。"
		"announcer_dlc_axe_announcer_rax_fall_dire_bot_01" "敌方下路兵营已被处死。"
		"announcer_dlc_axe_announcer_rax_fall_dire_bot_02" "敌方下路兵营已经战败。"
		"announcer_dlc_axe_announcer_rax_fall_dire_bot_03" "如果斧王是兵营，他绝不会像夜魇下路兵营一样倒下。"
		"announcer_dlc_axe_announcer_rax_fall_enm_top_01" "敌方上路兵营已被处死。"
		"announcer_dlc_axe_announcer_rax_fall_enm_top_02" "敌方下路兵营已被处死。"
		"announcer_dlc_axe_announcer_rax_fall_enm_top_03" "敌方上路兵营已被摧毁。"
		"announcer_dlc_axe_announcer_rax_fall_enm_mid_01" "敌方中路兵营已经战败。"
		"announcer_dlc_axe_announcer_rax_fall_enm_mid_02" "敌方中路兵营已被处死。"
		"announcer_dlc_axe_announcer_rax_fall_enm_mid_03" "敌方中路兵营倒下后的废墟很好看。"
		"announcer_dlc_axe_announcer_rax_fall_enm_bot_01" "敌方下路兵营已被处死。"
		"announcer_dlc_axe_announcer_rax_fall_enm_bot_02" "敌方下路兵营已经战败。"
		"announcer_dlc_axe_announcer_rax_fall_enm_bot_03" "敌人已将下路兵营双手奉上。"
		"announcer_dlc_axe_announcer_twr_deny_yr_top_01" "我方上塔已被反补。"
		"announcer_dlc_axe_announcer_twr_deny_yr_top_02" "我方上塔已被反补。"
		"announcer_dlc_axe_announcer_twr_deny_yr_top_03" "你拿斧头把你上塔砍了？怎么不问问斧王的意见？"
		"announcer_dlc_axe_announcer_twr_deny_yr_mid_01" "我方中塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_yr_mid_02" "我方中塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_yr_mid_03" "我方中塔遭到残忍背叛。"
		"announcer_dlc_axe_announcer_twr_deny_yr_bot_01" "我方下塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_yr_bot_02" "我方下塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_yr_bot_03" "下塔这样的背叛斧王决不能容忍。"
		"announcer_dlc_axe_announcer_twr_deny_enm_top_01" "敌方上塔一杯摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_enm_top_02" "敌方上塔一杯摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_enm_top_03" "敌方上塔已被处决。这绝对是献身。"
		"announcer_dlc_axe_announcer_twr_deny_enm_mid_01" "敌方中塔已被摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_enm_mid_02" "敌方中塔已被摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_enm_mid_03" "斧王已经标记了敌方中塔被反补的位置。"
		"announcer_dlc_axe_announcer_twr_deny_enm_bot_01" "敌方下塔已被摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_enm_bot_02" "敌方下塔已被摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_enm_bot_03" "反补自己下塔的人真是可悲。"
		"announcer_dlc_axe_announcer_twr_deny_rad_top_01" "天辉上塔已被摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_rad_top_02" "天辉上塔已被摧毁。"
		"announcer_dlc_axe_announcer_twr_deny_rad_top_03" "斧王没有亲眼目睹天辉反补自己的上塔。"
		"announcer_dlc_axe_announcer_twr_deny_rad_mid_01" "天辉中塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_rad_mid_02" "天辉中塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_rad_mid_03" "斧王可以对天辉反补中塔的事情说谎，但是不会有人相信斧王的。"
		"announcer_dlc_axe_announcer_twr_deny_rad_bot_01" "天辉下塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_rad_bot_02" "天辉下塔已被摧毁 "
		"announcer_dlc_axe_announcer_twr_deny_rad_bot_03" "天辉在摧毁自己下塔的战斗中获胜了。"
		"announcer_dlc_axe_announcer_twr_deny_dire_top_01" "夜魇上塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_dire_top_02" "夜魇上塔已被摧毁"
		"announcer_dlc_axe_announcer_twr_deny_dire_top_03" "好像是为了刁难斧王，夜魇把自己的上塔反补了。"
		"announcer_dlc_axe_announcer_twr_deny_dire_mid_01" "夜魇中塔已被反补。"
		"announcer_dlc_axe_announcer_twr_deny_dire_mid_02" "夜魇中塔已被反补。"
		"announcer_dlc_axe_announcer_twr_deny_dire_mid_03" "夜魇中塔最后一次辜负了自己。"
		"announcer_dlc_axe_announcer_twr_deny_dire_mid_04" "夜魇中塔已经自我牺牲。还算条好汉。"
		"announcer_dlc_axe_announcer_twr_deny_dire_bot_01" "夜魇下塔已被反补。"
		"announcer_dlc_axe_announcer_twr_deny_dire_bot_02" "夜魇下塔已被反补。"
		"announcer_dlc_axe_announcer_twr_deny_dire_bot_03" "夜魇下塔不再是夜魇的耻辱了。"
		"announcer_dlc_axe_announcer_fort_dire_01" "夜魇建筑已经全面加固。"
		"announcer_dlc_axe_announcer_fort_dire_02" "跟斧王一样，夜魇建筑刀枪不入。"
		"announcer_dlc_axe_announcer_fort_dire_03" "夜魇建筑能够承受所有天辉的攻击。"
		"announcer_dlc_axe_announcer_fort_dire_04" "夜魇建筑非常坚固。非常，非常，坚固。你这小脑袋瓜儿是想不通的。"
		"announcer_dlc_axe_announcer_fort_rad_01" "天辉建筑已经全面加固。"
		"announcer_dlc_axe_announcer_fort_rad_02" "天辉懦夫躲在了加固的金光之中。"
		"announcer_dlc_axe_announcer_fort_rad_03" "天辉建筑已经刀枪不入，就跟斧王一样。"
		"announcer_dlc_axe_announcer_fort_rad_04" "天辉建筑服下12种维他命和矿物质后已经水火不侵。"
		"announcer_dlc_axe_announcer_cour_kill_dire_01" "夜魇信使已被杀害。"
		"announcer_dlc_axe_announcer_cour_kill_dire_02" "夜魇信使已被击杀。"
		"announcer_dlc_axe_announcer_cour_kill_dire_03" "斧王对夜魇信使充满同情。"
		"announcer_dlc_axe_announcer_cour_kill_dire_04" "夜魇信使的运送生涯到此为止。"
		"announcer_dlc_axe_announcer_cour_kill_rad_01" "天辉信使已被杀害。"
		"announcer_dlc_axe_announcer_cour_kill_rad_02" "天辉信使已被击杀。"
		"announcer_dlc_axe_announcer_cour_kill_rad_03" " 斧王为天辉信使留了一滴眼泪。这只是打个比方。斧王才不会哭。"
		"announcer_dlc_axe_announcer_cour_follow_01" "斧王不相信有人会击杀无辜的信使。"
		"announcer_dlc_axe_announcer_cour_follow_02" "即使信使也不安全！这可是打仗！"
		"announcer_dlc_axe_announcer_cour_stumpy_kill_01" "树墩挂了，真让人难过。树墩可是斧王砍出来的。"
		"announcer_dlc_axe_announcer_mega_now_you_01" "我方拥有超级士兵。"
		"announcer_dlc_axe_announcer_mega_now_you_02" "我方出动超级士兵。"
		"announcer_dlc_axe_announcer_mega_now_enm_01" "敌方拥有超级士兵。"
		"announcer_dlc_axe_announcer_mega_now_enm_02" "敌方出动超级士兵。"
		"announcer_dlc_axe_announcer_mega_now_dire_01" "夜魇拥有超级士兵。"
		"announcer_dlc_axe_announcer_mega_now_rad_01" "天辉出动超级士兵。"
		"announcer_dlc_axe_announcer_roshan_fallen_dire_01" "肉山已被夜魇击败！"
		"announcer_dlc_axe_announcer_roshan_fallen_dire_02" "肉山已被夜魇攻下！"
		"announcer_dlc_axe_announcer_roshan_fallen_dire_03" "斧王吓尿了。肉山的确值得一战。"
		"announcer_dlc_axe_announcer_roshan_fallen_dire_04" "夜魇已将肉山碎尸万段。"
		"announcer_dlc_axe_announcer_roshan_fallen_dire_05" "肉山和夜魇就是没办法和平相处。"
		"announcer_dlc_axe_announcer_roshan_fallen_rad_01" "肉山已被天辉拿下！"
		"announcer_dlc_axe_announcer_roshan_fallen_rad_02" "天辉已将肉山打败！"
		"announcer_dlc_axe_announcer_roshan_fallen_rad_03" "天辉非常讨厌肉山。"
		"announcer_dlc_axe_announcer_roshan_fallen_rad_04" "现在天辉在肉山的尸骨里找宝贝。"
		"announcer_dlc_axe_announcer_roshan_idle_01" "斧王有时后会梦见肉山。然后斧王在黑夜里醒来时满身大汗，到处摸斧头，不断发出尖叫。算了甭管了"
		"announcer_dlc_axe_announcer_victory_dire_01" "夜魇获胜！"
		"announcer_dlc_axe_announcer_victory_dire_02" "斧王将胜利的荣耀赐予夜魇！"
		"announcer_dlc_axe_announcer_victory_dire_03" "夜魇凭借真才实学获胜了！我可没说他们偷鸡摸狗。"
		"announcer_dlc_axe_announcer_victory_dire_04" "没有斧王夜魇也赢了？斧王佩服！"
		"announcer_dlc_axe_announcer_victory_dire_05" "多亏了斧王，夜魇赢了！"
		"announcer_dlc_axe_announcer_victory_dire_06" "千万别低估斧王的作用！"
		"announcer_dlc_axe_announcer_victory_rad_01" "天辉获胜！"
		"announcer_dlc_axe_announcer_victory_rad_02" "斧王宣布天辉获胜！"
		"announcer_dlc_axe_announcer_victory_rad_03" "战利品归天辉…斧王能理头发了吗？"
		"announcer_dlc_axe_announcer_victory_rad_04" "要是有斧王天辉早赢了！只要我一个！"
		"announcer_dlc_axe_announcer_victory_rad_05" "天辉胜利！"
		"announcer_dlc_axe_announcer_type_all_pick" "全阵营选择。"
		"announcer_dlc_axe_announcer_type_all_random" "全阵营随机。"
		"announcer_dlc_axe_announcer_type_capt_draft" "队长征召"
		"announcer_dlc_axe_announcer_type_capt_mode" "队长模式"
		"announcer_dlc_axe_announcer_type_random_draft" "随机征召"
		"announcer_dlc_axe_announcer_type_single_draft" "个别征召"
		"announcer_dlc_axe_announcer_type_death_match" "死亡竞赛"
		"announcer_dlc_axe_announcer_type_easy_mode" "简易模式"
		"announcer_dlc_axe_announcer_ally_neg_01" "这不关斧王的事。"
		"announcer_dlc_axe_announcer_ally_neg_02" "不要怪斧王。"
		"announcer_dlc_axe_announcer_ally_neg_04" "斧王可希望是你。"
		"announcer_dlc_axe_announcer_ally_neg_05" "你是不是该行动了？"
		"announcer_dlc_axe_announcer_ally_neg_06" "可能会更糟。"
		"announcer_dlc_axe_announcer_ally_neg_07" "斧王需要砍东西。"
		"announcer_dlc_axe_announcer_ally_neg_08" "你需要把斧头磨锋利点。"
		"announcer_dlc_axe_announcer_ally_neg_09" "屈服于你的伤口，或者让他们彻底解脱。"
		"announcer_dlc_axe_announcer_ally_neg_10" "强者才能生存。"
		"announcer_dlc_axe_announcer_ally_pos_01" "没有斧王也能做到，真是让人吃惊。"
		"announcer_dlc_axe_announcer_ally_pos_02" "斧王喜欢！"
		"announcer_dlc_axe_announcer_ally_pos_03" "斧王喜欢！"
		"announcer_dlc_axe_announcer_ally_pos_04" "有斧王肯定事半功倍。"
		"announcer_dlc_axe_announcer_ally_pos_05" "你是不是该行动了？"
		"announcer_dlc_axe_announcer_ally_pos_06" "斧王的双眼都迷离了。"
		"announcer_dlc_axe_announcer_ally_pos_07" "不要错过扩大优势的机会。"
		"announcer_dlc_axe_announcer_ally_pos_08" "这是斧王的精神在指引。"
		"announcer_dlc_axe_announcer_ally_pos_10" "这样才像样嘛。"
		"announcer_dlc_axe_announcer_ally_pos_11" "祝你愉快啊哥们儿，实在的！"
		"announcer_dlc_axe_announcer_event_neg_01" "或许需要斧王出马。"
		"announcer_dlc_axe_announcer_event_neg_02" "这到底会持续多久？"
		"announcer_dlc_axe_announcer_event_neg_03" "已经有很多双眼睛盯着了。"
		"announcer_dlc_axe_announcer_event_neg_04" "斧王承认已经糊涂了"
		"announcer_dlc_axe_announcer_event_neg_05" "斧王想要加入战场了。"
		"announcer_dlc_axe_announcer_event_neg_06" "多学斧王一点！"
		"announcer_dlc_axe_announcer_event_neg_07" "是时候让斧王动手了！"
		"announcer_dlc_axe_announcer_event_neg_08" "斧王都不忍心看了。"
		"announcer_dlc_axe_announcer_event_neg_09" "斧王都感觉疼了。"
		"announcer_dlc_axe_announcer_idle_to_player_01" "斧王很中立的，不过斧王站在你这边。"
		"announcer_dlc_axe_announcer_idle_to_player_02" "斧王很中立的，不过你的敌人确实很挫。"
		"announcer_dlc_axe_announcer_idle_01" "战争战争，为了争而战！"
		"announcer_dlc_axe_announcer_idle_02" "有人带了斧王来打一场斧战。"
		"announcer_dlc_axe_announcer_idle_03" "哦，小斧王在这场比赛里。"
		"announcer_dlc_axe_announcer_self_megakill_01" "看上去斧王不赖！"
		"announcer_dlc_axe_announcer_self_megakill_02" "上，斧王，上！"
		"announcer_dlc_axe_announcer_self_megakill_03" "斧王就知道斧王没问题！"
		"announcer_dlc_axe_announcer_player_aegis_01" "斧王认为你要先死上几次才能明白这个道理。"
		"announcer_dlc_axe_announcer_defeat_special_01" "你输了？斧王没有帮你。你怎么可能会赢！"
		"announcer_dlc_axe_announcer_defeat_special_02" "输了？斧王还在呢！我靠！"
		"announcer_dlc_axe_announcer_defeat_special_03" "你输了是理所当然的。谁叫你与斧王作对！"	
	}
}
