"lang"
{ 
	"Language" "brazilian" 
	"Tokens" 
	{

		"DOTA_TrophyName_Quartero_Fall2025"				"Quartero 2025"
		"DOTA_Seasonal_Winter_2025_q02_intro_07"						"E por último, mas não menos importante! Agora, você poderá escolher o seu tesouro entre algumas opções."
		"DOTA_Seasonal_Winter_2025_q02_intro_08"						"Todo o resto continua igual! Jogue o jogo e ganhe conjuntos exclusivos gratuitos!"
		"DOTA_Seasonal_Winter_2025_q02_intro_09"						"Graças a mim, Quartero! O homem-cabra feliz para quem você escreve cartas raivosas e terrivelmente insultantes.\""

		"DOTA_Seasonal_Winter_2025_Description"							"Jogue Dota e destrave cosméticos gratuitamente!"
		"DOTA_Seasonal_Winter_2025_Ends_On"								"Disponível até:"
		"DOTA_Seasonal_Winter_2025_Outro_01"							"\"Tic-tac, herói! Não deixe o contador acabar e sumir com esses tesouros inestimáveis!"
		"DOTA_Seasonal_Winter_2025_Outro_02"							"Quando aquele contador chegar a zero, esses conjuntos desaparecerão... PARA SEMPRE! TALVEZ! Quem sabe! Eles sumirão por um tempo, pelo menos.\""

		"DOTA_Seasonal_VisualNovel_ClickToContinue"						"Clique para continuar"
		"DOTA_Seasonal_VisualNovel_Reward"								"RECOMPENSA:"
		
		"DOTA_Seasonal_Fall_2025_WD_Bundle"								"Papa Wanga"
		"DOTA_Seasonal_Fall_2025_LC_Bundle"								"Façanha Dracônica"
		"DOTA_Seasonal_Fall_2025_LC_Bundle2"							"Ira Dracônica"
		"DOTA_Seasonal_Fall_2025_VS_Bundle"								"Maldições de Morrigan"

		"DOTA_Quartero_Set_Tier1"								"Nível 1"
		"DOTA_Quartero_Set_Tier2"								"Nível 2"

		"DOTA_Fall2025_EventLevel_Tooltip_Title"				"Nível do Quiosque"
		"DOTA_Fall2025_EventLevel_Tooltip_Status_Level"			"Nível <b>{d:event_level}</b>"
		"DOTA_Fall2025_EventLevel_Tooltip_Status"				"{d:level_progress} / {d:points_per_level} XP"
		"DOTA_Fall2025_EventLevel_Tooltip_Body"					"Dispute partidas para ganhar níveis e destravar novos itens do Quartero.<br><br>Vitórias = {d:win_xp} XP. Derrotas = {d:lose_xp} XP.<br><i>Turbo</i>: Vitórias = {d:win_turbo_xp} XP. Derrotas = {d:lose_turbo_xp} XP."
		"DOTA_Fall2025_EventLevel_Tooltip_PreviousMatchInfo"	"({d:points_gained} XP da sua partida anterior.)"
		"DOTA_Fall2025_FirstReward_Tooltip"			"Primeiro item disponível no Quiosque!<br>Clique para resgatar a sua cortesia."
		"DOTA_Fall2025_SeasonalParticlesTitle"		"Efeitos do evento"
		"DOTA_Fall2025_RandomHeroSets"				"Antiguidades"
		"DOTA_Fall2025_Tier1"						"Nível 1"
		"DOTA_Fall2025_Tier2"						"Nível 2"

		"DOTA_Seasonal_Winter_2025_ShadowShaman_Bundle"		"Besouro das Profundezas"
		"DOTA_Seasonal_Winter_2025_SF_Bundle"				"Monarca Fundido"
		"DOTA_Seasonal_Winter_2025_Axe_Bundle"				"Executor das Brasas"
		"DOTA_Seasonal_Winter_2025_Axe_Bundle2"				"Tirano Dourado"

		"DOTA_Reward_Line_Winter_2025_HeroSetRewardDescription"		"Escolha entre cinco conjuntos aleatórios.<br><br>As opções são selecionadas dentre mais de 100 conjuntos já lançados, com uma pequena chance de incluir um item Imortal ou Arcano."
		"DOTA_Reward_Line_Winter_2025_HQHeroSetRewardDescription"	"Escolha entre cinco conjuntos incrivelmente super especiais aleatórios.<br><br>As opções são selecionadas dentre mais de 100 conjuntos já lançados, com uma chance de incluir um item Imortal ou Arcano."

		"DOTA_Past_Seasonal_Event_Claim_Text"	"Troque fragmentos do Dota+ para resgatar recompensas anteriores"

		"DOTA_Quartero_EventPurchasePoints_Title" "Troque fragmentos do Dota+ por pontos do Quartero"
		"DOTA_Quartero_EventPurchasePoints_Text" "Deseja trocar {g:dota_shards_value:points_to_spend} por {d:points_to_buy} pontos do Quartero e destravar o nível {d:level_to_buy}?"
		"DOTA_Quartero_EventPurchasePointsNotEnough_Text" "Você não possui os {g:dota_shards_value:points_to_spend} fragmentos necessários para trocar por {d:points_to_buy} pontos do Quartero."

	}
} 
