"lang"
{ 
	"Language" "thai" 
	"Tokens" 
	{

//INTRODUCTORY LOADSCREEN TIPS		(0 to 25 games played)
		"dota_tip_lore_7"					"Guardian Greaves ถูกหลอมมาเพื่อเป็นเกียรติแก่ Omniscience"
		"dota_tip_lore_8"					"ร่ำลือกันว่า Aeon Disk ถูกลักลอบนำออกมาจาก Ivory Incubarium"
		"dota_tip_lore_9"					"Crimson Guard คือเสื้อเกราะที่แต่เดิมถูกสร้างขึ้นเพื่อใช้ต่อกรกับ Year Beast ที่น่าเกรงขาม"

//UNIVERSAL LOADSCREEN TIPS		(25+ games played)
		"dota_tip_universal_1"				"เสียงผู้ประกาศและสกิน HUD จะถูกแบ่งปันระหว่างผู้เล่นทุกคนในแต่ละแมตช์ คุณสามารถเลือกใช้งานรูปแบบอื่น ๆ ได้โดยการกดปุ่มรายการที่ถูกแบ่งปันในกระดานคะแนน"
		"dota_tip_universal_2"				"ใจเย็น ๆ จำไว้ว่า: มันเป็นแค่เกม"
		"dota_tip_universal_3"				"คุณสามารถปิดการสื่อสารผู้เล่นที่ไม่สุภาพได้โดยการไปที่หน้ากระดานคะแนน ซึ่งสามารถเปิดกระดานคะแนนได้ในปุ่มแถบด้านซ้ายบน"
		"dota_tip_universal_4"				"หลังจากคุณได้เลือกฮีโร่ของคุณแล้ว คุณสามารถคลิกบนแผนที่ย่อ ในฝั่งด้านซ้ายล่าง เพื่อบอกเพื่อนร่วมทีมของคุณว่าคุณจะไปเลนไหนเมื่อเกมเริ่ม"
		"dota_tip_universal_5"				"สนุกกับการเล่นกับใครบางคนหรือ? ชมเชยพวกเขาโดยการคลิกที่ไอคอนชมเชยด้านบนชื่อผู้เล่นในหน้าสรุปหลังจบเกม"
		"dota_tip_universal_6"				"คุณสามารถกดปุ่ม Alt แล้วคลิกที่สกิลของคุณ เพื่อแจ้งสถานะเวลาคูลดาวน์ของสกิลนั้นในขณะนั้นให้กับเพื่อนร่วมทีมของคุณได้"
		"dota_tip_universal_7"				"คุณสามารถแจ้งเพื่อนร่วมทีมในกรณีที่ฮีโร่ฝ่ายตรงข้ามหายไปด้วยการกด Alt ค้างไว้และคลิกที่ภาพย่อฮีโร่ในแถบด้านบน"
		"dota_tip_universal_8"				"คุณควรมีมารยาทเสมอ โดยเฉพาะอย่างยิ่งกับเพื่อนร่วมทีมของคุณ เพราะคนส่วนใหญ่ไม่ชอบที่จะฟังผู้ที่หยาบคาย"
		"dota_tip_universal_9"				"ผู้เล่นที่ละทิ้งเกมจากแมตช์จะถูกลงโทษ"
		"dota_tip_universal_10"				"ทุกคนสามารถซื้อ Ward, Dust และ Smoke ได้ หากทีมของคุณต้องการบางสิ่ง อย่ากลัวที่จะซื้อ!"
		"dota_tip_universal_11"				"สุภาพกับผู้เล่นใหม่ ๆ เสมอ เพราะทุกคนย่อมมีจุดเริ่มต้นเสมอ"
		"dota_tip_universal_12"				"โชคดี ขอให้สนุก"
		"dota_tip_universal_13"				"การเลือกฮีโร่จะส่งผลอย่างมาก เพราะฮีโร่จำนวนมากจะสามารถแก้ทางฮีโร่ตัวอื่น ๆ ได้ และฮีโร่ที่เข้ากันได้จะมีประสิทธิภาพและมีประโยชน์มากกว่าฮีโร่ที่ไม่เข้ากับฮีโร่ตัวอื่น"
		"dota_tip_universal_14"				"การกด Shift ค้างจะช่วยให้คุณสั่งการกระทำต่าง ๆ ให้เป็นไปตามลำดับได้"
		"dota_tip_universal_15"				"ใช้เสียงของคุณสิ! เยี่ยมชมเวิร์กชอปบน Dota 2 และโหวตให้กับไอเท็มที่คุณอยากจะให้วางขายใน Dota 2"
		"dota_tip_universal_16"				"ไอเท็มสภาพแวดล้อมเพิ่มลงในรายการสับเปลี่ยนได้ ซึ่งจะทำให้ไอเท็มในนั้นมีการสุ่มเลือกใช้ที่แตกต่างออกไปในทุก ๆ แมตช์"
		"dota_tip_universal_17"				"คำพูดสนับสนุนชมเชยสามารถช่วยให้ทีมของคุณก้าวสู่ชัยชนะได้"
		"dota_tip_universal_18"				"ต้องการให้ไอคอนฮีโร่แสดงขึ้นแทนสัญลักษณ์สีในแผนที่ย่องั้นหรือ? คุณสามารถเปลี่ยนได้ในเมนูตั้งค่า"
		"dota_tip_universal_19"				"อย่าลืมที่จะลุกขึ้นและยืดเส้นยืดสายในระหว่างแต่ละแมตช์"
		"dota_tip_universal_20"				"จำไว้ว่า: ทุก ๆ คนย่อมมีเกมที่เลวร้าย เพราะใคร ๆ ก็สามารถทำผิดพลาดได้เสมอ"
		"dota_tip_universal_21"				"ต้องการให้แผนที่ย่อไปอยู่อีกฝั่งของหน้าจอเหรอ? คุณสามารถเปลี่ยนมันได้ที่เมนูตั้งค่า"
		"dota_tip_universal_22"				"คุณสามารถปรับความถี่ของเสียงพูดฮีโร่ที่ได้ยินได้ในหน้าเมนูตั้งค่า"
		"dota_tip_universal_23"				"คุณสามารถดาวน์โหลดรีเพลย์แมตช์ของคุณได้จากแท็บประวัติในโปรไฟล์ของคุณ วิธีพัฒนาฝีมือที่ดีคือการดูแมตช์ของคุณในมุมมองใหม่ ๆ!"
		"dota_tip_universal_24"				"คุณสามารถกด Alt ค้างไว้แล้วคลิกที่สกิลหรือไอเท็ม เพื่อแจ้งเพื่อนร่วมทีมว่าสกิลหรือไอเท็มดังกล่าวนั้นพร้อมใช้งาน อยู่ในคูลดาวน์ หรือมีมานาไม่พอใช้งาน"
		"dota_tip_universal_25"				"คุณยังสามารถใช้ไอเท็มได้แม้คุณถูกใบ้ แต่จะใช้ไม่ได้หากถูกใบ้ไอเท็ม"
		"dota_tip_universal_26"				"เผลอยกเลิกการใช้ Town Portal Scroll โดยไม่ได้ตั้งใจหรือ? ในเมนูตั้งค่ามีตัวเลือกต้องใช้คำสั่งหยุด เมื่อต้องการยกเลิกการเทเลพอร์ต"
		"dota_tip_universal_27"				"การกด Alt ค้างไว้แล้วคลิกที่ไอเท็มจากช่องเก็บของฮีโร่ศัตรู จะแจ้งเพื่อนร่วมทีมว่าศัตรูมีไอเท็มนั้นแล้ว"
		"dota_tip_universal_28"				"การกด Alt ค้างไว้แล้วคลิกที่ปุ่มซื้อเกิดหรือที่จำนวนโกลด์ของคุณ จะแจ้งเพื่อนร่วมทีมของคุณถึงสถานะการซื้อเกิด"
		"dota_tip_universal_29"				"ในโหมด All Pick ผู้เล่นที่ยังไม่ได้เลือกฮีโร่ก่อนเวลานับถอยหลังหมดลง จะเริ่มเสียโกลด์เริ่มต้นของพวกเขา"
		"dota_tip_universal_30"				"Dota 2 มีการพัฒนาอยู่เสมอ มีการเพิ่มคุณลักษณะใหม่ ๆ แนะนำฮีโร่ใหม่ และระบบกลไกของฮีโร่เดิมก็มีการปรับเปลี่ยน ฉะนั้นจงติดตามการเปลี่ยนแปลงล่าสุดได้ที่บล็อก Dota 2!"
		"dota_tip_universal_31"				"โปรดระวังอย่าสร้างศัตรูเพิ่มมากขึ้นกว่าเดิมจากห้าตัวที่คุณกำลังเผชิญอยู่แล้ว"
		"dota_tip_universal_33"				"หากมีความจำเป็น โหมดตาบอดสีสามารถใช้งานได้ที่หน้าเมนูตั้งค่า"
		"dota_tip_universal_34"				"การกด Alt ค้างแล้วคลิกบนแถบพลังชีวิตและมานาของฮีโร่ศัตรู หรือของคุณเอง จะเป็นการแจ้งพลังชีวิตและมานาของฮีโร่ตัวนั้นในขณะนั้น"
		"dota_tip_universal_35"				"คุณสามารถแจ้งเพื่อนร่วมทีมถึงสถานะบัฟหรือดีบัฟที่ฮีโร่ของคุณกำลังได้รับผลอยู่โดยการกด Alt ค้างไว้แล้วคลิกที่ไอคอนบัฟหรือดีบัฟ - สามารถใช้ได้กับฮีโร่ศัตรูเช่นกัน"
		"dota_tip_universal_36"				"หากคุณกดปุ่ม Alt ค้างไว้และคลิกที่ Glyph of Fortification คุณจะบอกสถานะของมันแก่เพื่อนร่วมทีม หากต้องการจะบอกให้ทีมอย่าเพิ่งใช้ Glyph ให้คุณกดปุ่ม Control และ Alt ทั้งสองปุ่มค้างไว้และคลิกที่ Glyph"
		"dota_tip_universal_37"				"การกดปุ่ม Alt และคลิกที่เวลาเกิดใหม่ของคุณจะเป็นการบอกเพื่อนร่วมทีมถึงจำนวนเวลาที่ยังคงเหลือก่อนคุณสามารถเกิดใหม่"
		"dota_tip_universal_38"				"ใช้วงล้อสนทนาเพื่อส่งข้อความที่เตรียมไว้ถึงเพื่อนร่วมทีมของคุณได้อย่างรวดเร็ว ประโยควลีในวงล้อสนทนาสามารถปรับเปลี่ยนได้ในเมนูการตั้งค่า"
		"dota_tip_universal_39"				"ข้อความในวงล้อสนทนาจะถูกแปลเพื่อแสดงเป็นภาษาใด ๆ ก็ตามที่ผู้เล่นที่ได้อ่านคนนั้นใช้อยู่"
		"dota_tip_universal_40"				"คุณสามารถตั้งค่าปุ่มกดใช้สกิลให้เป็นการร่ายทันทีเพื่อใช้สกิลบนตำแหน่งที่เคอร์เซอร์ของคุณชี้อยู่ด้วยการกดปุ่มเพียงครั้งเดียวได้"
		"dota_tip_universal_42"				"คุณสามารถเปิดเผยข้อมูลแมตช์สาธารณะเพื่อให้ข้อมูลถูกรวบรวมโดยบุคคลที่สามได้ในเมนูตั้งค่า"
		"dota_tip_universal_43"				"ในหน้าเมนูตั้งค่า คุณสามารถกำหนดให้ไอเท็มหรือสกิลสามารถร่ายบนฮีโร่ของคุณโดยอัตโนมัติได้ด้วยการดับเบิลคลิกบนไอคอนสกิล หรือกดปุ่มลัดที่กำหนดไว้ของสกิลนั้นสองครั้ง"
		"dota_tip_universal_44"				"ขออย่ายอมแพ้! การสังหารฮีโร่ศัตรูจะให้มูลค่าโกลด์และค่าประสบการณ์เพิ่มมากยิ่งขึ้นหากทีมของคุณแข็งแกร่งน้อยกว่าทีมศัตรู"
		"dota_tip_universal_45"				"มันเป็นความรับผิดชอบของทุกคนที่จะพยายามทำให้ชุมชน Dota เป็นชุมชนที่เป็นมิตรและน่าเข้าร่วมเล่นและแข่งขัน"
		"dota_tip_universal_46"				"อยากเห็นว่ามืออาชีพเขาเล่นกันอย่างไรหรือ? เข้าไปดูการแข่งขัน Dota 2 ในทัวร์นาเมนต์จากทั่วโลก คุณอาจได้เรียนรู้เคล็ดลับใหม่ ๆ ในการเล่นฮีโร่ตัวโปรดของคุณก็เป็นได้"
		"dota_tip_universal_47"				"คุณสามารถปิดการโจมตีอัตโนมัติได้ที่เมนูตัวเลือก"
		"dota_tip_universal_49"			"การทำลายป้อมปราการหรือบาร์แร็กของศัตรูมักจะให้ประโยชน์แก่ทีมของคุณมากกว่าการสังหารฮีโร่ศัตรู"
		"dota_tip_universal_50"			"อยู่อย่างสงบและสุภาพ แล้วคุณจะสามารถสร้างแรงจูงใจความสำเร็จที่ดีกว่าให้กับเพื่อนร่วมทีมของคุณได้"
		"dota_tip_universal_51"			"ผู้เล่นที่สุขุมมักจะตัดสินใจได้ดีกว่าเสมอ"
		"dota_tip_universal_52"			"วางแผนก้าวถัดไปของคุณอยู่เสมอ"
		"dota_tip_universal_53"			"การพ่ายแพ้เป็นการฝึกฝนสู่ชัยชนะของคุณในครั้งหน้า"
		"dota_tip_universal_54"			"ใช้คุณสมบัติลองฮีโร่ ที่อยู่ในแท็บฮีโร่ เพื่อเรียนรู้วิธีเล่นฮีโร่ใหม่ ฝึกฝน Last Hit หรือออกแบบรูปลักษณ์ของฮีโร่ที่คุณชื่นชอบ"
		"dota_tip_universal_55"			"คุณสามารถดูระยะร่ายสกิลของคุณได้โดยการเปิดใช้งาน \"แสดงเส้นบอกระยะสกิล\" ในเมนูตั้งค่า"
		"dota_tip_universal_56"			"อย่ากลัวที่จะลองเล่นฮีโร่ที่ไม่คุ้นเคย"
		"dota_tip_universal_57"			"Dota จะเล่นสนุกที่สุดเมื่อเล่นกับเพื่อน"
		"dota_tip_universal_58"			"อย่าลังเลที่จะปิดการสื่อสารผู้เล่นที่ไม่สุภาพ"
		"dota_tip_universal_59"			"อย่ายึดติดอยู่กับข้อผิดพลาดของคุณ เรียนรู้จากข้อผิดพลาด และก้าวข้ามไปให้ได้"
		"dota_tip_universal_60"			"จับตาดูแผนที่ย่อของคุณอยู่เสมอ"
		"dota_tip_universal_61"			"หากคุณพบปัญหาเกมกระตุกเมื่อใช้งานการแช็ตด้วยเสียง ลองไปยังเมนูตั้งค่าและเปิด \"กดเพื่อพูดแบบต่อเนื่อง\""
		"dota_tip_universal_62"			"รูน Bounty จะเกิดเมื่อเกมเริ่มต้น และจะเกิดใหม่ในทุก 3 นาที"
		"dota_tip_universal_63"			"ในกรณีส่วนใหญ่ การเก็บโกลด์และค่าประสบการณ์จากการฆ่าครีปเลนมักจะเร็วกว่าครีปป่า"
		"dota_tip_universal_64"			"สิ่งก่อสร้างที่มีสถานะป้องกันการลอบทำลายทำงานอยู่จะมีไอคอนรูปโล่อยู่ข้างแถบพลังชีวิต นอกจากนี้จะแสดงบาเรียสีฟ้ารอบสิ่งก่อสร้างขณะถูกโจมตี"
		"dota_tip_universal_65"			"ป้อม บ่อน้ำพุ และ Ancient จะมอบ True Sight ซึ่งเปิดเผยยูนิตล่องหนที่อยู่ใกล้เคียง ส่วนบาร์แร็ก Watcher และ Outpost ที่ถูกยึดครองจะไม่มอบ True Sight"
		"dota_tip_universal_66"			"ครีปรถ (Siege creep) จะสร้างความเสียหายต่อป้อมมากเป็นพิเศษ และจะเลือกโจมตีสิ่งก่อสร้างฝ่ายศัตรูเมื่อมีโอกาสเสมอ"
		"dota_tip_universal_67"			"หากคุณมีปัญหาในการสู้กับฮีโร่บางตัว ลองเล่นฮีโร่ตัวนั้นดู แล้วคุณจะรู้ถึงจุดอ่อนของฮีโร่ดังกล่าวได้อย่างรวดเร็ว"
		"dota_tip_universal_68"			"ป้อมปราการทั้งหมดจะเพิ่มเกราะป้องกันแก่เพื่อนร่วมทีมที่อยู่ใกล้เคียง โดยป้อมชั้นที่ 1 จะเพิ่มเกราะป้องกัน 3 หน่วย และป้อมอื่นทั้งหมดจะเพิ่มเกราะป้องกัน 5 หน่วย"
		"dota_tip_universal_69"			"สถานะใบ้ไอเท็มจะป้องกันไม่ให้ฮีโร่ใช้ไอเท็ม"
		"dota_tip_universal_70"			"สถานะใบ้จะป้องกันไม่ให้ฮีโร่ใช้สกิล"
		"dota_tip_universal_71"			"สถานะปิดสกิลติดตัว (Break) จะป้องกันไม่ให้สกิลติดตัวของฮีโร่ทำงาน"
		"dota_tip_universal_73"			"Healing Salve และ Clarity จะถูกขัดโดยฮีโร่และ Roshan เท่านั้น"
		"dota_tip_universal_74"			"กดปุ่ม Alt ค้างไว้และคลิกซ้ายบนแผนที่เพื่อส่งสัญญาณตามบริบทให้กับเพื่อนร่วมทีม"
		"dota_tip_universal_76"			"เหรียญไอเท็มครีปป่าจะมีโอกาสดรอปจากครีป Ancient มากกว่า"

//BEGINNER LOADSCREEN TIPS		(25 - 150 games played)
		"dota_tip_beginner_1"					"หากคุณสังเกตเห็นว่าฮีโร่อีกฝ่ายได้หายไปจากเลนของคุณ บอกเพื่อนร่วมทีมของคุณด้วยการพูดว่า \"เลนบน/เลนกลาง/เลนล่างหายไปแล้ว\" ซึ่งนั่นอาจจะเป็นวิธีที่ทำให้คุณช่วยชีวิตเพื่อนร่วมทีมได้!"
		"dota_tip_beginner_2"					"คุณสามารถเพิ่มเลเวลสกิลของคุณได้โดยการกดปุ่ม Control ค้างไว้แล้วกดปุ่มลัดของสกิลนั้น ๆ"
		"dota_tip_beginner_3"					"ปัก Ward และเปิดใช้งาน Watcher ที่ยังไม่ถูกยึดครองเพื่อเปิดเผยแผนที่และทำให้คุณสามารถรับรู้การเคลื่อนไหวของอีกฝ่ายได้"
		"dota_tip_beginner_4"					"สัตว์ส่งของ (Courier) ของคุณสามารถส่งไอเท็ม ทำให้คุณยังคงสามารถอยู่ในเลนต่อเพื่อได้รับค่าประสบการณ์กับโกลด์"
		"dota_tip_beginner_5"					"Sentry Ward ทำให้คุณสามารถมองเห็นยูนิตล่องหนรวมทั้ง Ward ของฝ่ายศัตรู"
		"dota_tip_beginner_7"					"สามารถฆ่า Roshan ได้ง่ายขึ้นถ้าคุณลดเกราะของเขา"
		"dota_tip_beginner_10"				"การกด Shift ค้างแล้วคลิกที่ไอเท็มในร้านค้าจะเป็นการเพิ่มไอเท็มชิ้นนั้นเข้าไปในช่องซื้อเร่งด่วน"
		"dota_tip_beginner_11"				"การโจมตีป้อมปราการได้เป็นคนสุดท้าย (Last Hit) จะมอบโกลด์จากการทำลายให้กับคุณมากกว่าปกติ"
		"dota_tip_beginner_12"				"เลนที่ปลอดภัยหรือ \"เซฟเลน\" คือเลนที่อยู่ไกลที่สุดในฝั่งของทีมคุณนับจากฝั่งแม่น้ำ สำหรับ Dire จะอยู่ที่เลนบน สำหรับ Radiant จะอยู่ในเลนล่าง"
		"dota_tip_beginner_13"				"เลนยาก คือเลนที่อยู่ใกล้ฐานที่สุดนับจากฝั่งของแม่น้ำ สำหรับ Dire จะอยู่ที่เลนล่าง และสำหรับ Radiant จะอยู่ที่เลนบน"
		"dota_tip_beginner_15"				"ความเร็วในการเคลื่อนที่ที่เพิ่มขึ้นจากการใส่รองเท้าไม่สามารถทับซ้อนกันได้ ไม่ว่าฮีโร่ที่คุณเลือกจะมีกี่ขา คุณก็ต้องการรองเท้าแค่หนึ่งชนิด เท่านั้นพอ"
		"dota_tip_beginner_16"				"คุณสามารถดูช่องไอเท็มของศัตรูและความสามารถของมันได้โดยการคลิกที่ตัวพวกเขา"
		"dota_tip_beginner_17"				"มันจะเป็นความคิดที่ดีถ้าคุณคอยพก Town Portal Scroll ติดตัวไปด้วย"
		"dota_tip_beginner_18"				"มีเส้นทางลับที่ซ่อนอยู่ในต้นไม้มากมาย ซึ่งมักจะถูกเรียกว่า \"จุดหลบซ่อน\" คุณสามารถใช้วิธีนี้เพื่อหลบหนีการถูกโจมตี หรือใช้เป็นจุดดักโจมตีได้"
		"dota_tip_beginner_19"				"ใช้ Dust of Appearance เพื่อเปิดเผยและลดความเร็วศัตรูล่องหนที่อยู่ใกล้ตัว"
		"dota_tip_beginner_20"				"รูนเสริมพลังจะเกิดในแม่น้ำทุก ๆ 2 นาที เริ่มตั้งแต่นาทีที่ 6 โดยสุ่มตำแหน่งระหว่างทิศเหนือและทิศใต้ของเลนกลาง"
		"dota_tip_beginner_21"				"หากคุณมีขวด (Bottle) การเก็บรูนจะนำรูนมาใส่ในขวดเพื่อไว้ใช้ในภายหลังได้ การเก็บรูน Bounty, Wisdom หรือ Water จะเติมขวดให้ 2 ชาร์จ ส่วนรูนเสริมพลังจะเติมขวดให้จนเต็ม"
		"dota_tip_beginner_22"				"คุณสามารถเลือกคู่มือที่สร้างจากผู้เล่นมากมายเพื่อดูแนวทางในการเล่นฮีโร่ของคุณได้ โดยสามารถเปิดหน้าคู่มือได้ที่แถบปุ่มด้านซ้ายบน"
		"dota_tip_beginner_25"				"ดูแผนที่ย่อของคุณให้ดี! คุณอาจรู้ตัวได้ว่าคุณกำลังถูกดักโจมตีอยู่"
		"dota_tip_beginner_26"				"วิธีที่ดีที่สุดที่รู้จุดอ่อนของฮีโร่แต่ละตัว คือการลองเล่นฮีโร่ดังกล่าวในแมตช์"
		"dota_tip_beginner_28"				"การทำลายบาร์แร็กของศัตรูจะเพิ่มพละกำลังของครีปของฝ่ายคุณในเลนนั้น ๆ"
		"dota_tip_beginner_29"				"ป้อมปราการสามารถมองเห็นและโจมตียูนิตที่ล่องหนได้"
		"dota_tip_beginner_31"				"ต้องระวังตำแหน่งของในการโจมตีครีปของคุณให้ดี ซึ่งคุณอาจจะเผลอดันครีปของทีมคุณ และตัวคุณเอง ไปยังตำแหน่งที่อันตราย"
		"dota_tip_beginner_33"				"หน้าผาจำนวนมากมีเครื่องหมายพิเศษอยู่ซึ่งบอกว่าเป็นตำแหน่งที่ดีในการปัก Observer Ward"
		"dota_tip_beginner_36"				"เมื่ออยู่ใกล้บ่อน้ำพุ (fountain) ของทีมคุณ คุณจะฟื้นฟูพลังชีวิตและมานาอย่างรวดเร็ว"
		"dota_tip_beginner_40"				"Strength จะเพิ่มค่าพลังชีวิตสูงสุดและอัตราฟื้นฟูพลังชีวิต Agility จะเพิ่มเกราะป้องกันและความเร็วในการโจมตี และ Intelligence จะเพิ่มค่ามานาสูงสุด อัตราฟื้นฟูมานา และความต้านทานเวทมนตร์"
		"dota_tip_beginner_41"				"จริง ๆ แล้วร้านค้าลับมันก็ไม่ได้เร้นลับหรอก"
		"dota_tip_beginner_42"				"\"ตัวแคร์รี\" คือฮีโร่ที่จะเก่งขึ้นอย่างช้า ๆ และจะแข็งแกร่งมากในช่วงท้ายของเกม ส่วน \"ตัวซัพพอร์ต\" คือฮีโร่ที่มีประสิทธิภาพมากที่สุดในช่วงต้นเกม และช่วยเพิ่มประสิทธิภาพให้กับทีมของเขาในภายหลัง"
		"dota_tip_beginner_43"				"ตราบใดที่ฮีโร่ของคุณอยู่ใกล้การสังหาร คุณจะได้รับค่าประสบการณ์"
		"dota_tip_beginner_44"				"คุณสามารถป้องกันสิ่งก่อสร้างและครีปของคุณชั่วคราวได้ ซึ่งจะป้องกันไม่ให้ได้รับความเสียหายทุกอย่าง โดยการใช้ Glyph of Fortification คุณควรใช้มันอย่างชาญฉลาด เพราะว่ามันมีคูลดาวน์ที่นานมาก"
		"dota_tip_beginner_45"				"การใช้ Town Portal Scroll ทำให้คุณสามารถเทเลพอร์ตไปยังสิ่งก่อสร้างฝ่ายเดียวกันที่ใดก็ได้ นอกจากนี้หากมี Boots of Travel คุณจะสามารถเทเลพอร์ตไปยังยูนิตที่ไม่ใช่ฮีโร่ฝ่ายเดียวกันได้ และถ้าหากมี Boots of Travel 2 ก็จะเทเลพอร์ตไปยังฮีโร่เพื่อนร่วมทีมคนใดก็ได้"
		"dota_tip_beginner_47"				"ขณะใช้ Tango การฟื้นฟูพลังชีวิตจะเท่ากันหมด ไม่เกี่ยวว่าขนาดของต้นไม้ที่คุณกินจะใหญ่เท่าไร"
		"dota_tip_beginner_48"				"มีเว็บไซต์และวิดีโอมากมายที่ช่วยสอนคุณเรื่องกลวิธีทั้งหมด การสร้างทีม และกลยุทธ์ต่าง ๆ สำหรับฮีโร่ที่คุณชื่นชอบ"
 		"dota_tip_beginner_49"				"คุณสามารถมอบ Tango หนึ่งชิ้นให้กับเพื่อนร่วมทีมของคุณได้โดยการกดใช้ไอเท็มที่ตัวฮีโร่เพื่อนร่วมทีมดังกล่าว แต่กะจังหวะใช้ให้ดี เพราะ Tango ที่แบ่งปันจะหายไปหากไม่ได้ใช้เป็นระยะหนึ่ง"
		"dota_tip_beginner_50"				"คุณสามารถใช้ Healing Salve และ Clarity กับเพื่อนร่วมทีมได้ แบ่งปันความรักต่อกัน!"
		"dota_tip_beginner_53"				"Observer และ Sentry Ward ไม่สามารถปักไว้ในหลุมของ Roshan ได้ไม่ว่าจะฝั่งใดก็ตาม"
		"dota_tip_beginner_54"				"รูนเสริมพลังที่ไม่ได้เก็บจะหายไปภายใน 2 นาที"
		"dota_tip_beginner_55"				"การเก็บโกลด์จากการฆ่าครีปมักถูกเรียกว่า \"การฟาร์ม\""
		"dota_tip_beginner_56"				"การตายจะทำให้ฮีโร่สูญเสียโกลด์ที่ไม่แน่นอนและจะแจกโกลด์และค่าประสบการณ์แก่ผู้สังหาร พยายามอย่าตาย - และพยายามเก็บการสังหารฮีโร่ศัตรูเมื่อมีโอกาส!"
		"dota_tip_beginner_57"				"ในป่าแต่ละฝั่งจะมีตำแหน่งเกิดรูน Bounty ซึ่งจะเกิดทุก 3 นาทีเริ่มตั้งแต่เวลา 00:00 โดยเมื่อเกิดครั้งแรกจะปรากฏที่ตำแหน่งรูนเสริมพลังในแม่น้ำทั้งสองฝั่งด้วยเช่นกัน"


//INTERMEDIATE LOADSCREEN TIPS		(75+ games played)
		"dota_tip_intermediate_1"			"ป้อมชั้นที่ 2 เป็นต้นไปจะโจมตีหลายเป้าหมายเมื่อเปิดใช้งาน Glyph ป้อมจะโจมตีเป้าหมายเพิ่มเติมสูงสุดอีกสี่เป้าหมาย โดยจะเลือกโจมตียูนิตที่อยู่ใกล้เคียงที่สุดก่อน"
		"dota_tip_intermediate_2"			"คูลดาวน์ของไอเท็มที่อยู่ในกระเป๋าหรือคลังเก็บของจะลดลงด้วยอัตราเพียงครึ่งเดียวจากปกติ"
		"dota_tip_intermediate_3"			"หลังจาก Roshan ถูกฆ่าแล้ว เขาจะเกิดใหม่ ในช่วงสุ่มเวลาระหว่าง 8 ถึง 11 นาที"
		"dota_tip_intermediate_4"			"ครีปป่ารอบแรกจะเกิดในนาทีที่ 1 และหลังจากนั้นจะเกิดทุก ๆ นาที"
		"dota_tip_intermediate_6"			"สกิลบางสกิลสามารถหลบได้โดยการใช้ Blink Dagger หรือใช้ความสามารถล่องหน"
